N,total_s,last_clear_s,last_discovery_s,tail_s,tail_fraction,last_discovery_to_end_s,discovered_by_6000,cleared_by_6000,all_found_by_6000,all_cleared_by_6000,all_done_5000_6000,tail_measures,tail_no_signal,after_6000_measures,after_6000_no_signal,discovered_total,cleared_total,all_move_s,all_measure_s,all_switch_s,all_clear_s,tail_move_s,tail_measure_s,tail_switch_s,tail_clear_s,after_6000_s,after_6000_tail_s,cost_accounting_error,absent_channel_measures,after_6000_absent_channel_measures,after_6000_clear_successes,after_6000_clear_failures,after6000_discovery_count,seed,completion,error,original_total_s,replay_delta_s,distribution
16,2601.29482,2601.29482,661.76005,0.0,0.0,1939.5347700000002,16,16,True,True,False,0,0,0,0,16,16,2015.29482,280.0,49.0,257.0,0,0,0,0,0.0,0.0,0.0,8,0,0,0,0,1245002590,True,,2601.29482,0.0,cluster
15,10106.118941,10106.118941,8143.783625,0.0,0.0,1962.3353160000006,14,7,False,False,False,0,0,92,86,15,15,7530.118941000001,2110.0,391.0,75.0,0,0,0,0,4106.118941000001,0.0,0.0,155,55,8,0,1,1245002591,True,,10106.118941,0.0,outward
13,12648.318527,12648.318527,3427.813327,0.0,0.0,9220.5052,13,9,True,False,False,0,0,152,150,13,13,9640.318527,2045.0,373.0,590.0,0,0,0,0,6648.318526999999,0.0,0.0,217,98,4,175,0,1245002592,True,,12648.318527,0.0,area
11,9754.040305,9754.040305,5718.944861,0.0,0.0,4035.0954440000005,11,4,True,False,False,0,0,128,122,11,11,6837.040305,2395.0,449.0,73.0,0,0,0,0,3754.0403050000004,0.0,0.0,279,100,7,6,0,1245002593,True,,9754.040305,0.0,edge
16,3474.910141,3474.910141,737.0,0.0,0.0,2737.910141,16,16,True,True,False,0,0,0,0,16,16,2412.910141,365.0,62.0,635.0,0,0,0,0,0.0,0.0,0.0,12,0,0,0,0,1245002594,True,,3474.910141,0.0,cluster
13,14767.817173,14767.817173,7291.507,0.0,0.0,7476.310173,9,3,False,False,False,0,0,172,163,13,13,10266.817173,2630.0,486.0,1385.0,0,0,0,0,8767.817173,0.0,0.0,217,84,10,440,4,1245002595,True,,14767.817173,0.0,outward
12,9467.834059,7458.974342,3130.648531,2008.8597170000003,0.21217732635379305,6337.185528000001,12,9,True,False,False,56,56,96,96,12,12,7546.834059000001,1575.0,286.0,60.0,1679.8597170000003,280.0,49.0,0.0,3467.8340590000007,2008.8597170000003,0.0,248,96,3,0,0,1245002596,True,,9467.834059,0.0,area
16,6355.391137,6355.391137,4824.858434,0.0,0.0,1530.5327029999999,16,15,True,False,False,0,0,1,0,16,16,4662.391137,1345.0,253.0,95.0,0,0,0,0,355.3911369999996,0.0,0.0,62,0,1,0,0,1245002597,True,,6355.391137,0.0,edge
11,8975.661597,8975.661597,1157.39086,0.0,0.0,7818.270737000001,11,9,True,False,False,0,0,103,103,11,11,6893.661597,1715.0,309.0,58.0,0,0,0,0,2975.6615970000003,0.0,0.0,279,90,2,1,0,1245002598,True,,8975.661597,0.0,cluster
11,9246.618345,8692.687462,7673.694201,553.9308830000009,0.05990632059552155,1572.9241440000005,9,7,False,False,False,18,18,124,118,11,11,6547.618345000001,2220.0,415.0,64.0,447.9308830000009,90.0,16.0,0.0,3246.6183450000008,553.9308830000009,0.0,279,103,4,1,2,1245002599,True,,9246.618345,0.0,outward
13,10527.944083,10527.944083,8377.655376,0.0,0.0,2150.2887069999997,11,9,False,False,False,0,0,140,134,13,13,8153.944083,1930.0,355.0,89.0,0,0,0,0,4527.944083,0.0,0.0,217,103,4,8,2,1245002600,True,,10527.944083,0.0,area
16,11531.635171,11531.635171,6187.015942,0.0,0.0,5344.619229,15,8,False,False,False,0,0,43,38,16,16,8764.635171,1840.0,337.0,590.0,0,0,0,0,5531.635171,0.0,0.0,76,0,8,168,1,1245002601,True,,11531.635171,0.0,edge
15,8801.715196,2967.7979,1877.1723,5833.917296,0.6628159587180535,6924.542895999999,15,15,True,True,False,115,115,55,55,15,15,7270.715195999999,1230.0,217.0,84.0,5166.917295999999,575.0,92.0,0.0,2801.715195999999,2801.715195999999,0.0,155,55,0,0,0,1245002602,True,,8801.715196,0.0,cluster
16,14177.118351,14177.118351,9215.531179,0.0,0.0,4961.587172,7,4,False,False,False,0,0,160,138,16,16,10207.118351,2495.0,468.0,1007.0,0,0,0,0,8177.118350999999,0.0,0.0,115,43,12,309,9,1245002603,True,,14177.118351,0.0,outward
15,10321.100831,10321.100831,4505.51553,0.0,0.0,5815.585301,15,13,True,False,False,0,0,95,94,15,15,8341.100831,1525.0,272.0,183.0,0,0,0,0,4321.100831,0.0,0.0,155,65,2,36,0,1245002604,True,,10321.100831,0.0,area
16,8784.344268,8784.344268,5490.123947,0.0,0.0,3294.2203210000007,16,11,True,False,False,0,0,4,4,16,16,6410.344268000001,1555.0,289.0,530.0,0,0,0,0,2784.3442680000007,0.0,0.0,73,0,5,149,0,1245002605,True,,8784.344268,0.0,edge
10,10632.587586,10632.587586,1307.0,0.0,0.0,9325.587586,10,9,True,False,False,0,0,124,124,10,10,7891.587586,1925.0,352.0,464.0,0,0,0,0,4632.587586,0.0,0.0,310,110,1,138,0,1245002606,True,,10632.587586,0.0,cluster
15,13758.171259,13758.171259,8741.932162,0.0,0.0,5016.2390970000015,9,4,False,False,False,0,0,154,138,15,15,9819.171259,2515.0,467.0,957.0,0,0,0,0,7758.171259000001,0.0,0.0,155,60,11,294,6,1245002607,True,,13758.171259,0.0,outward
15,9949.002278,9395.748351,5793.161909,553.2539269999997,0.05560898586015981,4155.840369,15,10,True,False,False,10,10,66,62,15,15,8055.002278,1525.0,276.0,93.0,495.25392699999975,50.0,8.0,0.0,3949.002278,553.2539269999997,0.0,155,60,5,4,0,1245002608,True,,9949.002278,0.0,area
10,9610.977531,9342.607775,5363.419822,268.36975600000005,0.027923252877699402,4247.557709000001,10,9,True,False,False,10,10,120,119,10,10,7010.977531,2145.0,399.0,56.0,209.36975600000005,50.0,9.0,0.0,3610.9775310000005,268.36975600000005,0.0,310,110,1,0,0,1245002609,True,,9610.977531,0.0,edge
16,1468.254168,1468.254168,688.01249,0.0,0.0,780.241678,16,16,True,True,False,0,0,0,0,16,16,1020.2541679999999,295.0,52.0,101.0,0,0,0,0,0.0,0.0,0.0,10,0,0,0,0,1245002610,True,,1468.254168,0.0,cluster
13,10205.012423,9902.929737,7928.04174,302.08268599999974,0.029601403063377704,2276.9706830000005,8,5,False,False,False,7,7,152,136,13,13,7165.012423,2500.0,469.0,71.0,261.08268599999974,35.0,6.0,0.0,4205.012423,302.08268599999974,0.0,217,91,8,0,5,1245002611,True,,10205.012423,0.0,outward
14,9925.259921,9925.259921,9495.529405,0.0,0.0,429.73051600000144,10,9,False,False,False,0,0,141,130,14,14,7450.259921000001,2025.0,374.0,76.0,0,0,0,0,3925.2599210000008,0.0,0.0,186,77,5,2,4,1245002612,True,,9925.259921,0.0,area
16,12818.443197,12818.443197,10332.076011,0.0,0.0,2486.3671860000013,12,2,False,False,False,0,0,138,125,16,16,9237.443197,2545.0,473.0,563.0,0,0,0,0,6818.4431970000005,0.0,0.0,118,42,14,161,4,1245002613,True,,12818.443197,0.0,edge
10,8577.668843,2425.036233,1565.0,6152.63261,0.7172849316770948,7012.6688429999995,10,10,True,True,False,240,240,100,100,10,10,6443.6688429999995,1760.0,321.0,53.0,4736.63261,1200.0,216.0,0.0,2577.6688429999995,2577.6688429999995,0.0,310,100,0,0,0,1245002614,True,,8577.668843,0.0,cluster
11,10044.028156,9888.851682,8100.145757,155.17647399999987,0.015449625547624746,1943.882399,8,3,False,False,False,9,9,160,149,11,11,6848.028156,2640.0,498.0,58.0,102.17647399999987,45.0,8.0,0.0,4044.0281560000003,155.17647399999987,0.0,279,112,8,1,3,1245002615,True,,10044.028156,0.0,outward
12,12325.324656,12325.324656,5847.048801,0.0,0.0,6478.275855000001,12,6,True,False,False,0,0,168,167,12,12,9221.324656,2365.0,433.0,306.0,0,0,0,0,6325.324656000001,0.0,0.0,248,104,6,81,0,1245002616,True,,12325.324656,0.0,area
15,9482.095682,8151.831491,4554.562475,1330.2641909999993,0.14029221341071882,4927.5332069999995,15,13,True,False,False,30,30,73,71,15,15,7208.095681999999,1845.0,339.0,90.0,1156.2641909999993,150.0,24.0,0.0,3482.095681999999,1330.2641909999993,0.0,155,65,2,0,0,1245002617,True,,9482.095682,0.0,edge
16,2697.951987,2697.951987,1553.0,0.0,0.0,1144.951987,16,16,True,True,False,0,0,0,0,16,16,1990.951987,525.0,99.0,83.0,0,0,0,0,0.0,0.0,0.0,22,0,0,0,0,1245002618,True,,2697.951987,0.0,cluster
13,12330.359818,12330.359818,7968.107942,0.0,0.0,4362.251876000001,8,5,False,False,False,0,0,146,135,13,13,8930.359818,2425.0,451.0,524.0,0,0,0,0,6330.359818000001,0.0,0.0,217,84,8,153,5,1245002619,True,,12330.359818,0.0,outward
14,9612.499467,6259.678393,2238.822713,3352.8210739999995,0.3487980504457072,7373.676754,14,13,True,False,False,66,66,73,72,14,14,7766.499467,1505.0,271.0,70.0,2967.8210739999995,330.0,55.0,0.0,3612.4994669999996,3352.8210739999995,0.0,186,72,1,0,0,1245002620,True,,9612.499467,0.0,area
14,9486.997025,8240.015645,5089.951589,1246.981380000001,0.13144110583295993,4397.045436,14,13,True,False,False,24,24,80,79,14,14,7067.997025000001,1980.0,366.0,73.0,1106.981380000001,120.0,20.0,0.0,3486.9970250000006,1246.981380000001,0.0,186,72,1,0,0,1245002621,True,,9486.997025,0.0,edge
16,6335.320476,6335.320476,4529.0,0.0,0.0,1806.3204759999999,16,15,True,False,False,0,0,0,0,16,16,4597.320476,1210.0,217.0,311.0,0,0,0,0,335.32047599999987,0.0,0.0,67,0,1,34,0,1245002622,True,,6335.320476,0.0,cluster
16,10113.156895,10113.156895,8052.256167,0.0,0.0,2060.9007280000005,8,4,False,False,False,0,0,109,90,16,16,7075.156895,2300.0,430.0,308.0,0,0,0,0,4113.156895,0.0,0.0,102,27,12,76,8,1245002623,True,,10113.156895,0.0,outward
16,5831.363519,5831.363519,2386.895429,0.0,0.0,3444.4680900000003,16,16,True,True,True,0,0,0,0,16,16,4847.363519,710.0,128.0,146.0,0,0,0,0,0.0,0.0,0.0,26,0,0,0,0,1245002624,True,,5831.363519,0.0,area
16,11501.158534,11501.158534,7067.295734,0.0,0.0,4433.8628,15,8,False,False,False,0,0,50,46,16,16,8281.158534,1865.0,345.0,1010.0,0,0,0,0,5501.158534,0.0,0.0,86,14,8,309,1,1245002625,True,,11501.158534,0.0,edge
10,8723.450176,1713.863436,401.0,7009.586740000001,0.803533762281902,8322.450176,10,10,True,True,False,270,270,100,100,10,10,6658.450176,1705.0,310.0,50.0,5416.58674,1350.0,243.0,0.0,2723.4501760000003,2723.4501760000003,0.0,310,100,0,0,0,1245002626,True,,8723.450176,0.0,cluster
14,10189.786826,10189.786826,8899.497879,0.0,0.0,1290.288946999999,8,6,False,False,False,0,0,137,120,14,14,7404.786826,2285.0,427.0,73.0,0,0,0,0,4189.786826,0.0,0.0,186,82,8,1,6,1245002627,True,,10189.786826,0.0,outward
11,12458.793562,12458.793562,7018.565864,0.0,0.0,5440.227698000001,10,5,False,False,False,0,0,171,169,11,11,8915.793562,2380.0,439.0,724.0,0,0,0,0,6458.793562000001,0.0,0.0,279,108,6,223,1,1245002628,True,,12458.793562,0.0,area
16,7127.448758,7127.448758,6002.253438,0.0,0.0,1125.1953200000007,15,14,False,False,False,0,0,4,3,16,16,5027.448758,1500.0,277.0,323.0,0,0,0,0,1127.4487580000005,0.0,0.0,84,0,2,80,1,1245002629,True,,7127.448758,0.0,edge
16,2954.625572,2954.625572,1035.632359,0.0,0.0,1918.993213,16,16,True,True,False,0,0,0,0,16,16,2069.625572,415.0,72.0,398.0,0,0,0,0,0.0,0.0,0.0,16,0,0,0,0,1245002630,True,,2954.625572,0.0,cluster
15,16812.248551,16812.248551,10130.682213,0.0,0.0,6681.5663380000005,12,7,False,False,False,0,0,139,133,15,15,12139.248551,2320.0,427.0,1926.0,0,0,0,0,10812.248551,0.0,0.0,155,60,8,617,3,1245002631,True,,16812.248551,0.0,outward
15,9895.587168,8827.648901,3606.429931,1067.9382669999995,0.10792065684120904,6289.157236999999,15,12,True,False,False,20,20,80,78,15,15,7762.587168,1730.0,316.0,87.0,951.9382669999995,100.0,16.0,0.0,3895.587168,1067.9382669999995,0.0,155,73,3,1,0,1245002632,True,,9895.587168,0.0,area
14,9261.164977,9176.975128,1697.0,84.18984900000032,0.009090632680562852,7564.164977,14,13,True,False,False,6,6,82,81,14,14,6974.164977,1855.0,341.0,91.0,49.18984900000032,30.0,5.0,0.0,3261.1649770000004,84.18984900000032,0.0,186,72,1,0,0,1245002633,True,,9261.164977,0.0,edge
16,6310.952626,6310.952626,2174.208841,0.0,0.0,4136.743785000001,16,15,True,False,False,0,0,0,0,16,16,4247.952626,620.0,109.0,1334.0,0,0,0,0,310.95262600000024,0.0,0.0,27,0,1,21,0,1245002634,True,,6310.952626,0.0,cluster
11,9389.680888,8093.418957,3273.909459,1296.261931000001,0.13805175558805433,6115.771429,11,8,True,False,False,36,36,106,104,11,11,6796.680888000001,2140.0,398.0,55.0,1084.261931000001,180.0,32.0,0.0,3389.680888000001,1296.261931000001,0.0,279,99,3,0,0,1245002635,True,,9389.680888,0.0,outward
16,6007.028061,6007.028061,5745.374186,0.0,0.0,261.65387499999997,16,15,True,False,False,0,0,0,0,16,16,4662.028061,1070.0,195.0,80.0,0,0,0,0,7.02806099999998,0.0,0.0,70,0,1,0,0,1245002636,True,,6007.028061,0.0,area
13,10031.694954,10031.694954,4559.208371,0.0,0.0,5472.486583000001,13,8,True,False,False,0,0,95,93,13,13,7417.6949540000005,2145.0,398.0,71.0,0,0,0,0,4031.6949540000005,0.0,0.0,217,77,5,2,0,1245002637,True,,10031.694954,0.0,edge
16,1910.428707,1910.428707,419.0,0.0,0.0,1491.428707,16,16,True,True,False,0,0,0,0,16,16,1494.428707,275.0,52.0,89.0,0,0,0,0,0.0,0.0,0.0,8,0,0,0,0,1245002638,True,,1910.428707,0.0,cluster
14,10371.13446,10262.214083,7650.776591,108.92037699999855,0.01050226254611673,2720.3578689999995,10,6,False,False,False,6,6,136,125,14,14,7456.134459999999,2395.0,450.0,70.0,73.92037699999855,30.0,5.0,0.0,4371.134459999999,108.92037699999855,0.0,186,72,8,0,4,1245002639,True,,10371.13446,0.0,outward
15,9784.918772,9784.918772,3257.202438,0.0,0.0,6527.716334000001,15,14,True,False,False,0,0,90,89,15,15,7794.918772000001,1610.0,293.0,87.0,0,0,0,0,3784.918772000001,0.0,0.0,155,75,1,0,0,1245002640,True,,9784.918772,0.0,area
12,9562.483001,8915.784697,6341.570921,646.6983040000014,0.06762870103218721,3220.91208,11,8,False,False,False,16,16,107,103,12,12,6936.4830010000005,2155.0,402.0,69.0,552.6983040000014,80.0,14.0,0.0,3562.4830010000005,646.6983040000014,0.0,248,88,4,1,1,1245002641,True,,9562.483001,0.0,edge
15,8124.333362,5177.270103,935.0,2947.0632590000005,0.36274524046296763,7189.333362,15,15,True,True,False,65,65,50,50,15,15,6643.333362,1195.0,208.0,78.0,2570.0632590000005,325.0,52.0,0.0,2124.3333620000003,2124.3333620000003,0.0,155,50,0,0,0,1245002642,True,,8124.333362,0.0,cluster
11,13056.252858,13056.252858,6638.273293,0.0,0.0,6417.979565,9,5,False,False,False,0,0,176,171,11,11,9320.252858,2550.0,474.0,712.0,0,0,0,0,7056.252858,0.0,0.0,279,117,6,219,2,1245002643,True,,13056.252858,0.0,outward
13,9385.579123,9385.579123,1259.0,0.0,0.0,8126.5791229999995,13,11,True,False,False,0,0,74,74,13,13,7334.5791229999995,1680.0,306.0,65.0,0,0,0,0,3385.5791229999995,0.0,0.0,217,74,2,0,0,1245002644,True,,9385.579123,0.0,area
10,9829.104137,9532.246069,9025.652027,296.85806799999955,0.030201945554989854,803.4521100000002,9,6,False,False,False,10,10,162,158,10,10,6959.104137,2375.0,445.0,50.0,237.85806799999955,50.0,9.0,0.0,3829.1041370000003,296.85806799999955,0.0,310,130,4,0,1,1245002645,True,,9829.104137,0.0,edge
11,11404.648069,11404.648069,419.0,0.0,0.0,10985.648069,11,7,True,False,False,0,0,166,165,11,11,8155.648069000001,2240.0,411.0,598.0,0,0,0,0,5404.648069000001,0.0,0.0,279,108,4,180,0,1245002646,True,,11404.648069,0.0,cluster
15,9718.126863,9113.897871,5721.765727,604.2289920000003,0.062175458348922394,3996.3611359999995,15,12,True,False,False,10,10,66,63,15,15,7374.1268629999995,1915.0,354.0,75.0,545.2289920000003,50.0,9.0,0.0,3718.1268629999995,604.2289920000003,0.0,155,55,3,0,0,1245002647,True,,9718.126863,0.0,outward
11,9607.657383,9607.657383,2195.0,0.0,0.0,7412.657383,11,7,True,False,False,0,0,136,134,11,11,7023.657383,2130.0,396.0,58.0,0,0,0,0,3607.6573829999998,0.0,0.0,279,117,4,1,0,1245002648,True,,9607.657383,0.0,area
15,11870.813862,11870.813862,4788.81583,0.0,0.0,7081.998032000001,15,11,True,False,False,0,0,77,76,15,15,8845.813862,2005.0,369.0,651.0,0,0,0,0,5870.813862000001,0.0,0.0,155,55,4,189,0,1245002649,True,,11870.813862,0.0,edge
14,8265.371369,2215.907389,119.0,6049.46398,0.73190467916409,8146.371369,14,14,True,True,False,150,150,54,54,14,14,6860.371369,1130.0,196.0,79.0,5174.46398,750.0,125.0,0.0,2265.3713690000004,2265.3713690000004,0.0,186,54,0,0,0,1245002650,True,,8265.371369,0.0,cluster
14,12353.88369,12353.88369,7514.862221,0.0,0.0,4839.021469,10,5,False,False,False,0,0,137,122,14,14,8946.88369,2385.0,445.0,577.0,0,0,0,0,6353.883690000001,0.0,0.0,186,72,9,169,4,1245002651,True,,12353.88369,0.0,outward
12,9891.779541,9891.779541,3420.638985,0.0,0.0,6471.140556,12,9,True,False,False,0,0,93,93,12,12,7667.779541,1805.0,329.0,90.0,0,0,0,0,3891.779541,0.0,0.0,248,80,3,9,0,1245002652,True,,9891.779541,0.0,area
13,9562.130456,7642.221783,6550.494002,1919.9086730000008,0.2007825224550566,3011.6364540000004,11,10,False,False,False,42,42,99,95,13,13,7122.130456000001,2000.0,369.0,71.0,1673.9086730000008,210.0,36.0,0.0,3562.130456000001,1919.9086730000008,0.0,217,84,3,1,2,1245002653,True,,9562.130456,0.0,edge
10,8881.787619,2938.004261,749.511718,5943.783358000001,0.6692102550712883,8132.275901000001,10,10,True,True,False,230,230,118,118,10,10,6755.787619000001,1750.0,320.0,56.0,4586.783358000001,1150.0,207.0,0.0,2881.7876190000006,2881.7876190000006,0.0,310,118,0,0,0,1245002654,True,,8881.787619,0.0,cluster
15,18730.755437,18730.755437,9098.696885,0.0,0.0,9632.058552,10,3,False,False,False,0,0,193,184,15,15,12985.755437,2815.0,518.0,2412.0,0,0,0,0,12730.755437,0.0,0.0,155,60,12,779,5,1245002655,True,,18730.755437,0.0,outward
15,9388.78849,5703.374439,4837.208517,3685.4140510000007,0.39253350471419557,4551.579973000001,15,15,True,True,False,70,70,65,65,15,15,7468.788490000001,1550.0,280.0,90.0,3278.4140510000007,350.0,57.0,0.0,3388.788490000001,3388.788490000001,0.0,155,65,0,0,0,1245002656,True,,9388.78849,0.0,area
12,10167.005547,8951.141822,7963.211465,1215.863725000001,0.11958916707375737,2203.7940820000003,9,5,False,False,False,24,24,142,128,12,12,7314.005547000001,2345.0,439.0,69.0,1074.863725000001,120.0,21.0,0.0,4167.005547000001,1215.863725000001,0.0,248,104,7,2,3,1245002657,True,,10167.005547,0.0,edge
13,9694.855614,9694.855614,413.0,0.0,0.0,9281.855614,13,10,True,False,False,0,0,92,91,13,13,7604.855614,1700.0,310.0,80.0,0,0,0,0,3694.855614,0.0,0.0,217,77,3,4,0,1245002658,True,,9694.855614,0.0,cluster
16,6434.742828,6434.742828,3691.104287,0.0,0.0,2743.6385410000003,16,15,True,False,False,0,0,3,3,16,16,4858.742828,1150.0,214.0,212.0,0,0,0,0,434.7428280000004,0.0,0.0,44,0,1,40,0,1245002659,True,,6434.742828,0.0,outward
11,9870.058537,9759.592069,2325.344545,110.46646800000053,0.011192078302868582,7544.713992000001,11,4,True,False,False,9,9,133,125,11,11,7097.058537000001,2290.0,428.0,55.0,57.46646800000053,45.0,8.0,0.0,3870.058537000001,110.46646800000053,0.0,279,108,7,0,0,1245002660,True,,9870.058537,0.0,area
12,12646.565917,12646.565917,8668.037573,0.0,0.0,3978.5283440000003,9,5,False,False,False,0,0,177,169,12,12,8943.565917,2655.0,499.0,549.0,0,0,0,0,6646.565917,0.0,0.0,248,96,7,162,3,1245002661,True,,12646.565917,0.0,edge
11,9055.996701,8357.58017,7369.633332,698.4165310000008,0.07712199485705187,1686.3633689999997,10,9,False,False,False,18,18,117,112,11,11,6743.996701,1905.0,352.0,55.0,592.4165310000008,90.0,16.0,0.0,3055.996701,698.4165310000008,0.0,279,99,2,0,1,1245002662,True,,9055.996701,0.0,cluster
11,10318.733242,10318.733242,7795.909963,0.0,0.0,2522.823279,10,6,False,False,False,0,0,146,140,11,11,7382.733242,2425.0,456.0,55.0,0,0,0,0,4318.733242,0.0,0.0,279,117,5,0,1,1245002663,True,,10318.733242,0.0,outward
10,13601.297156,13601.297156,4936.92791,0.0,0.0,8664.369246,10,4,True,False,False,0,0,193,191,10,10,9577.297156,2725.0,508.0,791.0,0,0,0,0,7601.2971560000005,0.0,0.0,310,120,6,246,0,1245002664,True,,13601.297156,0.0,area
11,9483.462258,7194.563916,5584.271812,2288.8983419999995,0.24135682514781404,3899.1904459999996,11,8,True,False,False,63,63,105,103,11,11,6900.462258,2125.0,394.0,64.0,1917.8983419999995,315.0,56.0,0.0,3483.4622579999996,2288.8983419999995,0.0,279,99,3,1,0,1245002665,True,,9483.462258,0.0,edge
16,2723.347638,2723.347638,731.0,0.0,0.0,1992.3476380000002,16,16,True,True,False,0,0,0,0,16,16,1971.3476380000002,330.0,60.0,362.0,0,0,0,0,0.0,0.0,0.0,12,0,0,0,0,1245002666,True,,2723.347638,0.0,cluster
16,14153.334254,14153.334254,8422.244548,0.0,0.0,5731.089705999999,11,7,False,False,False,0,0,130,120,16,16,10113.334254,2315.0,424.0,1301.0,0,0,0,0,8153.334253999999,0.0,0.0,112,36,9,407,5,1245002667,True,,14153.334254,0.0,outward
10,9880.35717,9880.35717,8588.282867,0.0,0.0,1292.0743029999994,8,6,False,False,False,0,0,158,150,10,10,7141.357169999999,2260.0,423.0,56.0,0,0,0,0,3880.3571699999993,0.0,0.0,310,129,4,1,2,1245002668,True,,9880.35717,0.0,area
15,9981.989009,9270.94087,5929.35142,711.0481390000004,0.07123311179354158,4052.637589000001,15,11,True,False,False,10,10,67,63,15,15,7737.989009000001,1825.0,335.0,84.0,653.0481390000004,50.0,8.0,0.0,3981.989009000001,711.0481390000004,0.0,155,60,4,1,0,1245002669,True,,9981.989009,0.0,edge
14,11483.076715,11483.076715,1371.191875,0.0,0.0,10111.884839999999,14,12,True,False,False,0,0,87,87,14,14,8777.076715,1815.0,329.0,562.0,0,0,0,0,5483.076714999999,0.0,0.0,186,72,2,164,0,1245002670,True,,11483.076715,0.0,cluster
15,9661.328152,9661.328152,9233.657936,0.0,0.0,427.67021600000044,11,7,False,False,False,0,0,97,85,15,15,6989.328152,2185.0,409.0,78.0,0,0,0,0,3661.328152,0.0,0.0,155,60,8,1,4,1245002671,True,,9661.328152,0.0,outward
15,8778.834334,8718.003037,7893.022813,60.83129699999881,0.006929313697651424,885.8115209999996,13,11,False,False,False,5,5,61,57,15,15,6810.834333999999,1595.0,289.0,84.0,31.831296999998813,25.0,4.0,0.0,2778.834333999999,60.83129699999881,0.0,155,50,4,0,2,1245002672,True,,8778.834334,0.0,area
16,6709.850354,6709.850354,4523.523164,0.0,0.0,2186.32719,16,14,True,False,False,0,0,0,0,16,16,5120.850354,1265.0,235.0,89.0,0,0,0,0,709.8503540000002,0.0,0.0,60,0,2,1,0,1245002673,True,,6709.850354,0.0,edge
13,8542.91967,2365.642865,728.468998,6177.2768049999995,0.723087310149084,7814.450671999999,13,13,True,True,False,168,168,70,70,13,13,6933.919669999999,1310.0,231.0,68.0,5193.2768049999995,840.0,144.0,0.0,2542.9196699999993,2542.9196699999993,0.0,217,70,0,0,0,1245002674,True,,8542.91967,0.0,cluster
12,11559.958709,11559.958709,6502.391105,0.0,0.0,5057.567604000001,11,5,False,False,False,0,0,129,122,12,12,8470.958709,2320.0,433.0,336.0,0,0,0,0,5559.958709,0.0,0.0,248,96,7,92,1,1245002675,True,,11559.958709,0.0,outward
13,9928.080094,9928.080094,7722.287007,0.0,0.0,2205.793087000001,12,10,False,False,False,0,0,109,106,13,13,7727.080094000001,1800.0,330.0,71.0,0,0,0,0,3928.080094000001,0.0,0.0,217,84,3,0,1,1245002676,True,,9928.080094,0.0,area
11,9963.478451,9963.478451,5621.35819,0.0,0.0,4342.120261000001,11,6,True,False,False,0,0,137,131,11,11,7172.478451000001,2295.0,429.0,67.0,0,0,0,0,3963.478451000001,0.0,0.0,279,108,5,2,0,1245002677,True,,9963.478451,0.0,edge
14,8559.779858,8559.779858,6041.034645,0.0,0.0,2518.745213,13,12,False,False,False,0,0,72,69,14,14,6798.779858,1430.0,255.0,76.0,0,0,0,0,2559.779858,0.0,0.0,186,54,2,1,1,1245002678,True,,8559.779858,0.0,cluster
15,16775.006519,16775.006519,8864.02886,0.0,0.0,7910.977658999998,11,5,False,False,False,0,0,188,179,15,15,11888.006518999999,2625.0,486.0,1776.0,0,0,0,0,10775.006518999999,0.0,0.0,155,65,10,567,4,1245002679,True,,16775.006519,0.0,outward
15,9177.342262,6122.943046,2620.799351,3054.399216,0.3328195820534169,6556.5429110000005,15,14,True,False,False,55,55,55,55,15,15,7356.342262,1480.0,266.0,75.0,2735.399216,275.0,44.0,0.0,3177.342262,3054.399216,0.0,155,55,1,0,0,1245002680,True,,9177.342262,0.0,area
14,9303.465068,7232.919723,2649.059919,2070.5453449999995,0.22255636258815042,6654.405149,14,11,True,False,False,42,42,70,69,14,14,6999.4650679999995,1885.0,346.0,73.0,1825.5453449999995,210.0,35.0,0.0,3303.4650679999995,2070.5453449999995,0.0,186,66,3,0,0,1245002681,True,,9303.465068,0.0,edge
14,10530.378896,10530.378896,3989.807288,0.0,0.0,6540.571608,14,13,True,False,False,0,0,101,101,14,14,8301.378896,1730.0,315.0,184.0,0,0,0,0,4530.378896,0.0,0.0,186,84,1,38,0,1245002682,True,,10530.378896,0.0,cluster
15,10254.142909,10254.142909,5197.480838,0.0,0.0,5056.662071,15,8,True,False,False,0,0,104,94,15,15,7679.142909,2105.0,392.0,78.0,0,0,0,0,4254.142909,0.0,0.0,155,60,7,1,0,1245002683,True,,10254.142909,0.0,outward
16,5201.238665,5201.238665,2567.563609,0.0,0.0,2633.675056,16,16,True,True,True,0,0,0,0,16,16,4262.238665,710.0,131.0,98.0,0,0,0,0,0.0,0.0,0.0,32,0,0,0,0,1245002684,True,,5201.238665,0.0,area
10,9999.808503,9999.808503,9066.153347,0.0,0.0,933.6551560000007,8,5,False,False,False,0,0,151,144,10,10,6949.808503,2520.0,474.0,56.0,0,0,0,0,3999.808503,0.0,0.0,310,120,5,1,2,1245002685,True,,9999.808503,0.0,edge
14,8759.579699,8477.440744,711.052507,282.13895500000035,0.03220918864773952,8048.527192,14,13,True,False,False,6,6,69,68,14,14,7136.579699,1320.0,233.0,70.0,247.13895500000035,30.0,5.0,0.0,2759.579699,282.13895500000035,0.0,186,60,1,0,0,1245002686,True,,8759.579699,0.0,cluster
