model,seed,N,C,completion,virtual_time_s,time_per_clear_s,macro_steps,error
candidate,419001279,15,15,True,3856.130534,257.0753689333333,39,
candidate,419001280,14,14,True,3646.343044,260.4530745714286,25,
candidate,419001281,10,10,True,3342.6665,334.26664999999997,26,
candidate,419001282,15,15,True,3276.948976,218.46326506666668,33,
candidate,419001283,16,16,True,3556.34548,222.2715925,44,
candidate,419001284,15,15,True,3510.626332,234.04175546666664,33,
candidate,419001285,16,16,True,4310.716755,269.4197971875,40,
candidate,419001286,16,16,True,1295.866852,80.99167825,22,
candidate,419001287,14,14,True,3802.125392,271.58038514285715,36,
candidate,419001288,11,11,True,3573.595505,324.8723186363636,28,
candidate,419001289,16,16,True,3175.086958,198.442934875,43,
candidate,419001290,13,13,True,2539.307081,195.33131392307692,21,
candidate,419001291,14,14,True,4267.86883,304.8477735714286,35,
candidate,419001292,13,13,True,3522.809467,270.98534361538464,30,
candidate,419001293,16,16,True,3678.431983,229.9019989375,41,
candidate,419001294,15,15,True,2678.846484,178.58976560000002,30,
candidate,419001295,15,15,True,3510.071234,234.00474893333333,48,
candidate,419001296,14,14,True,3587.627358,256.259097,30,
candidate,419001297,12,12,True,3672.930574,306.0775478333333,33,
candidate,419001298,12,12,True,2369.865109,197.48875908333332,20,
candidate,419001299,12,12,True,3666.905863,305.5754885833333,33,
candidate,419001300,11,11,True,3152.760319,286.61457445454545,26,
candidate,419001301,13,13,True,3702.253041,284.78869546153845,36,
candidate,419001302,13,13,True,2212.72517,170.20962846153847,21,
candidate,419001303,15,15,True,4070.57154,271.371436,38,
candidate,419001304,11,11,True,3087.799448,280.70904072727274,22,
candidate,419001305,13,13,True,3593.9686,276.4591230769231,37,
candidate,419001306,10,10,True,2740.020046,274.0020046,24,
candidate,419001307,16,16,True,3775.562925,235.9726828125,42,
candidate,419001308,12,12,True,3292.085499,274.34045825,24,
candidate,419001309,10,10,True,3394.244655,339.4244655,27,
candidate,419001310,13,13,True,2429.866322,186.912794,22,
candidate,419001311,15,15,True,3805.236669,253.6824446,41,
candidate,419001312,12,12,True,3497.988843,291.49907025,29,
candidate,419001313,10,10,True,3433.488575,343.3488575,30,
candidate,419001314,13,13,True,2275.178761,175.01375084615387,23,
candidate,419001315,14,14,True,3942.815619,281.6296870714286,37,
candidate,419001316,11,11,True,3346.298163,304.2089239090909,23,
candidate,419001317,16,16,True,3883.136751,242.6960469375,43,
candidate,419001318,14,14,True,2890.890147,206.49215335714285,26,
candidate,419001319,11,11,True,3286.786411,298.7987646363636,34,
candidate,419001320,10,10,True,3223.779902,322.3779902,24,
candidate,419001321,13,13,True,4040.226002,310.78661553846155,34,
candidate,419001322,14,14,True,2526.354493,180.45389235714285,27,
candidate,419001323,12,12,True,3383.648915,281.97074291666667,36,
candidate,419001324,16,16,True,3163.879456,197.742466,34,
candidate,419001325,13,13,True,3399.953861,261.5349123846154,38,
candidate,419001326,12,12,True,2656.125194,221.34376616666668,23,
candidate,419001327,11,11,True,3656.529888,332.411808,29,
candidate,419001328,15,15,True,3327.800541,221.8533694,30,
candidate,419001329,16,16,True,4063.708574,253.981785875,40,
candidate,419001330,13,13,True,2446.987299,188.22979223076922,26,
candidate,419001331,16,16,True,3562.775232,222.673452,41,
candidate,419001332,14,14,True,3575.382366,255.3844547142857,34,
candidate,419001333,11,11,True,3499.90601,318.17327363636366,30,
candidate,419001334,16,16,True,1481.722611,92.6076631875,21,
candidate,419001335,10,10,True,3299.735432,329.9735432,29,
candidate,419001336,11,11,True,3366.663881,306.0603528181818,24,
candidate,419001337,15,15,True,3938.397943,262.55986286666666,39,
candidate,419001338,15,15,True,2673.118123,178.20787486666669,25,
candidate,419001339,12,12,True,4040.710955,336.7259129166667,34,
candidate,419001340,10,10,True,2763.612489,276.3612489,22,
candidate,419001341,11,11,True,3263.757736,296.7052487272727,32,
candidate,419001342,15,15,True,2454.586818,163.6391212,28,
candidate,419001343,14,14,True,3346.334791,239.02391364285717,35,
candidate,419001344,14,14,True,3019.799398,215.699957,27,
candidate,419001345,15,15,True,3421.613089,228.10753926666666,37,
candidate,419001346,16,16,True,1276.316826,79.769801625,24,
candidate,419001347,15,15,True,4124.126129,274.94174193333333,39,
candidate,419001348,14,14,True,4309.945199,307.8532285,35,
candidate,419001349,12,12,True,3065.585917,255.4654930833333,35,
candidate,419001350,14,14,True,2528.97617,180.641155,23,
candidate,419001351,16,16,True,4060.730288,253.795643,39,
candidate,419001352,12,12,True,3692.862838,307.7385698333333,26,
candidate,419001353,12,12,True,3680.544686,306.7120571666667,33,
candidate,419001354,10,10,True,2512.577089,251.25770889999998,24,
candidate,419001355,16,16,True,3670.097348,229.38108425,46,
candidate,419001356,16,16,True,3824.633629,239.0396018125,34,
candidate,419001357,15,15,True,4399.312129,293.28747526666666,39,
candidate,419001358,13,13,True,2378.916075,182.99354423076923,24,
candidate,419001359,10,10,True,3333.960151,333.3960151,31,
candidate,419001360,15,15,True,3530.562493,235.37083286666666,31,
candidate,419001361,14,14,True,3548.456715,253.46119392857142,36,
candidate,419001362,15,15,True,2464.4377,164.29584666666668,29,
candidate,419001363,14,14,True,3802.466657,271.6047612142857,37,
candidate,419001364,13,13,True,3401.417111,261.64747007692307,26,
candidate,419001365,16,16,True,3470.077037,216.8798148125,42,
candidate,419001366,12,12,True,2753.395592,229.44963266666664,32,
candidate,419001367,13,13,True,3208.987154,246.8451656923077,36,
candidate,419001368,11,11,True,3028.343709,275.30397354545454,24,
candidate,419001369,15,15,True,4171.949467,278.1299644666667,38,
candidate,419001370,11,11,True,2506.779215,227.88901954545454,23,
candidate,419001371,11,11,True,4052.155869,368.3778062727273,32,
candidate,419001372,14,14,True,3232.628059,230.9020042142857,29,
candidate,419001373,12,12,True,3344.513339,278.70944491666665,36,
candidate,419001374,12,12,True,2317.911865,193.15932208333334,21,
candidate,419001375,11,11,True,3675.106007,334.10054609090906,30,
candidate,419001376,16,16,True,3358.716714,209.919794625,35,
candidate,419001377,13,13,True,3667.699832,282.1307563076923,34,
candidate,419001378,13,13,True,2333.66594,179.5127646153846,23,
candidate,419001379,14,14,True,3604.896451,257.49260364285715,38,
candidate,419001380,11,11,True,3358.447044,305.31336763636364,22,
candidate,419001381,11,11,True,3626.336617,329.66696518181817,31,
candidate,419001382,12,12,True,2282.301232,190.19176933333333,20,
candidate,419001383,15,15,True,3869.19492,257.946328,37,
candidate,419001384,16,16,True,4358.585849,272.4116155625,37,
candidate,419001385,12,12,True,3530.208197,294.1840164166667,32,
candidate,419001386,15,15,True,2861.212036,190.74746906666667,26,
candidate,419001387,12,12,True,3909.324311,325.7770259166667,31,
candidate,419001388,12,12,True,2917.655736,243.137978,25,
candidate,419001389,12,12,True,3136.809553,261.4007960833333,33,
candidate,419001390,16,16,True,1476.637484,92.28984275,28,
candidate,419001391,12,12,True,3521.020959,293.41841325,37,
candidate,419001392,11,11,True,3376.105897,306.9187179090909,26,
candidate,419001393,12,12,True,3671.023424,305.91861866666665,32,
candidate,419001394,10,10,True,2477.335712,247.7335712,27,
candidate,419001395,15,15,True,3734.509304,248.96728693333336,37,
candidate,419001396,13,13,True,3477.261742,267.4816724615385,27,
candidate,419001397,13,13,True,3283.275082,252.5596216923077,41,
candidate,419001398,16,16,True,1377.570868,86.09817925,24,
candidate,419001399,15,15,True,3944.835062,262.98900413333337,40,
candidate,419001400,16,16,True,3397.487631,212.3429769375,29,
candidate,419001401,14,14,True,3570.035655,255.0025467857143,38,
candidate,419001402,14,14,True,2645.698455,188.9784610714286,28,
candidate,419001403,11,11,True,3635.534803,330.5031639090909,34,
candidate,419001404,11,11,True,3228.628091,293.51164463636366,26,
candidate,419001405,14,14,True,4331.397811,309.3855579285714,37,
candidate,419001406,13,13,True,2359.184222,181.47570938461539,22,
candidate,419001407,10,10,True,3344.24585,334.424585,28,
candidate,419001408,11,11,True,3404.848122,309.53164745454546,27,
candidate,419001409,14,14,True,3696.386835,264.0276310714286,40,
candidate,419001410,13,13,True,2491.893741,191.6841339230769,34,
candidate,419001411,11,11,True,3306.043324,300.5493930909091,30,
candidate,419001412,14,14,True,3500.477639,250.0341170714286,32,
candidate,419001413,15,15,True,4126.396601,275.09310673333334,37,
candidate,419001414,10,10,True,2503.403367,250.3403367,24,
candidate,419001415,16,16,True,3396.267208,212.2667005,41,
candidate,419001416,11,11,True,3594.959957,326.8145415454546,23,
candidate,419001417,15,15,True,4403.624639,293.5749759333333,38,
candidate,419001418,10,10,True,2374.633264,237.4633264,19,
candidate,419001419,16,16,True,3996.852431,249.8032769375,41,
candidate,419001420,11,11,True,3380.454891,307.314081,25,
candidate,419001421,12,12,True,3567.362364,297.280197,35,
candidate,419001422,16,16,True,1624.390362,101.524397625,21,
candidate,419001423,13,13,True,4054.172727,311.85944053846157,34,
candidate,419001424,10,10,True,2990.965133,299.0965133,20,
candidate,419001425,16,16,True,3721.318554,232.582409625,40,
candidate,419001426,13,13,True,2475.223975,190.40184423076923,28,
candidate,419001427,16,16,True,3592.021985,224.5013740625,44,
candidate,419001428,13,13,True,3419.093697,263.0072074615384,28,
candidate,419001429,10,10,True,3083.755636,308.37556359999996,28,
candidate,419001430,10,10,True,2297.69559,229.769559,20,
candidate,419001431,11,11,True,3364.080551,305.82550463636363,29,
candidate,419001432,16,16,True,3630.833833,226.9271145625,38,
candidate,419001433,10,10,True,3349.695588,334.9695588,31,
candidate,419001434,12,12,True,2634.899915,219.57499291666667,22,
candidate,419001435,15,15,True,4113.094058,274.20627053333334,39,
candidate,419001436,13,13,True,3219.715692,247.67043784615387,25,
candidate,419001437,10,10,True,3336.115413,333.6115413,28,
candidate,419001438,15,15,True,3157.607355,210.507157,33,
candidate,419001439,13,13,True,3423.684138,263.3603183076923,40,
candidate,419001440,14,14,True,3131.686406,223.69188614285713,27,
candidate,419001441,10,10,True,3582.076391,358.2076391,28,
candidate,419001442,12,12,True,2368.063016,197.33858466666666,24,
candidate,419001443,12,12,True,3380.79749,281.73312416666664,33,
candidate,419001444,13,13,True,3438.839464,264.52611261538465,31,
candidate,419001445,13,13,True,3485.941666,268.14935892307693,33,
candidate,419001446,16,16,True,1438.589122,89.911820125,26,
candidate,419001447,12,12,True,3547.849122,295.6540935,33,
candidate,419001448,10,10,True,3383.38885,338.338885,19,
candidate,419001449,10,10,True,3207.755912,320.7755912,30,
candidate,419001450,10,10,True,2417.519929,241.7519929,20,
candidate,419001451,15,15,True,3714.567258,247.6378172,40,
candidate,419001452,14,14,True,3088.988103,220.64200735714286,26,
candidate,419001453,10,10,True,3110.870999,311.0870999,28,
candidate,419001454,11,11,True,2446.659664,222.4236058181818,19,
candidate,419001455,16,16,True,3797.268197,237.3292623125,44,
candidate,419001456,14,14,True,3700.744334,264.338881,32,
candidate,419001457,15,15,True,3462.877027,230.85846846666666,41,
candidate,419001458,10,10,True,2283.968873,228.39688729999997,23,
candidate,419001459,10,10,True,3683.654818,368.3654818,28,
candidate,419001460,11,11,True,3062.292589,278.39023536363635,24,
candidate,419001461,14,14,True,3550.48971,253.60640785714284,37,
candidate,419001462,14,14,True,2788.67128,199.19080571428572,29,
candidate,419001463,16,16,True,3310.940733,206.9337958125,43,
candidate,419001464,16,16,True,3201.562812,200.09767575,35,
candidate,419001465,16,16,True,4136.426743,258.5266714375,42,
candidate,419001466,14,14,True,2428.420054,173.4585752857143,24,
candidate,419001467,13,13,True,3535.388255,271.95294269230766,39,
candidate,419001468,11,11,True,3549.635589,322.69414445454544,28,
candidate,419001469,13,13,True,3513.797379,270.29210607692306,38,
candidate,419001470,11,11,True,2412.646984,219.331544,24,
candidate,419001471,10,10,True,3549.381207,354.9381207,28,
candidate,419001472,11,11,True,3102.455546,282.0414132727273,24,
candidate,419001473,13,13,True,3684.706809,283.4389853076923,37,
candidate,419001474,12,12,True,2379.209356,198.2674463333333,26,
candidate,419001475,14,14,True,3592.153439,256.58238850000004,39,
candidate,419001476,10,10,True,3064.629954,306.4629954,24,
candidate,419001477,14,14,True,3797.635864,271.2597045714286,39,
candidate,419001478,13,13,True,2334.375217,179.56732438461538,25,
candidate,419001479,16,16,True,4326.083687,270.3802304375,44,
candidate,419001480,15,15,True,3743.612437,249.57416246666668,33,
candidate,419001481,15,15,True,3819.842754,254.6561836,38,
candidate,419001482,14,14,True,2645.240721,188.9457657857143,27,
candidate,419001483,12,12,True,3473.240484,289.436707,32,
candidate,419001484,13,13,True,2986.836804,229.75667723076924,26,
candidate,419001485,15,15,True,4024.392258,268.2928172,39,
candidate,419001486,12,12,True,2430.11033,202.50919416666667,23,
candidate,419001487,14,14,True,3474.299157,248.1642255,42,
candidate,419001488,14,14,True,3305.77834,236.12702428571427,27,
candidate,419001489,10,10,True,3260.287016,326.02870160000003,28,
candidate,419001490,16,16,True,1365.441607,85.3401004375,24,
candidate,419001491,12,12,True,4047.465527,337.28879391666663,37,
candidate,419001492,10,10,True,3283.703687,328.37036870000003,24,
candidate,419001493,14,14,True,3728.489848,266.32070342857145,39,
candidate,419001494,14,14,True,2723.950205,194.5678717857143,27,
candidate,419001495,14,14,True,4063.458595,290.2470425,36,
candidate,419001496,15,15,True,3166.288593,211.0859062,30,
candidate,419001497,11,11,True,3783.555147,343.95955881818185,30,
candidate,419001498,11,11,True,2391.523992,217.411272,23,
candidate,419001499,16,16,True,3540.924527,221.3077829375,45,
candidate,419001500,12,12,True,3145.802106,262.1501755,25,
candidate,419001501,16,16,True,4132.127673,258.2579795625,40,
candidate,419001502,10,10,True,2555.950065,255.5950065,24,
candidate,419001503,16,16,True,4403.732523,275.2332826875,40,
candidate,419001504,11,11,True,3619.575818,329.05234709090905,30,
candidate,419001505,12,12,True,3449.2812,287.4401,31,
candidate,419001506,13,13,True,2540.711077,195.4393136153846,28,
candidate,419001507,12,12,True,3627.835253,302.31960441666666,33,
candidate,419001508,13,13,True,3299.974084,253.8441603076923,26,
candidate,419001509,15,15,True,3845.765765,256.38438433333334,39,
candidate,419001510,12,12,True,3074.493515,256.2077929166667,24,
candidate,419001511,15,15,True,3554.588782,236.97258546666666,42,
candidate,419001512,12,12,True,3114.519792,259.543316,30,
candidate,419001513,13,13,True,3813.457804,293.342908,34,
candidate,419001514,12,12,True,2329.052519,194.08770991666665,25,
candidate,419001515,13,13,True,3487.340618,268.2569706153846,34,
candidate,419001516,15,15,True,3409.834722,227.32231480000002,31,
candidate,419001517,15,15,True,3537.497384,235.83315893333332,43,
candidate,419001518,10,10,True,2442.220884,244.2220884,22,
candidate,419001519,15,15,True,4471.280478,298.08536519999996,38,
candidate,419001520,16,16,True,3096.978198,193.561137375,32,
candidate,419001521,15,15,True,3676.951811,245.1301207333333,40,
candidate,419001522,15,15,True,2719.435559,181.29570393333333,28,
candidate,419001523,13,13,True,3366.867281,258.9897908461538,35,
candidate,419001524,10,10,True,3420.261891,342.0261891,26,
candidate,419001525,14,14,True,3772.426309,269.4590220714286,36,
candidate,419001526,13,13,True,2252.445207,173.26501592307693,21,
candidate,419001527,13,13,True,3531.22721,271.63286230769233,34,
candidate,419001528,15,15,True,3800.591086,253.37273906666667,30,
candidate,419001529,11,11,True,3679.795238,334.5268398181818,31,
candidate,419001530,12,12,True,2530.158614,210.84655116666667,24,
candidate,419001531,13,13,True,3914.640667,301.1262051538462,34,
candidate,419001532,14,14,True,3017.211787,215.51512764285715,26,
candidate,419001533,14,14,True,3671.745308,262.267522,36,
candidate,419001534,14,14,True,2354.937488,168.20982057142857,26,
candidate,419001535,16,16,True,3680.992561,230.0620350625,40,
candidate,419001536,14,14,True,3490.202936,249.30020971428573,29,
candidate,419001537,11,11,True,3625.190934,329.5628121818182,32,
candidate,419001538,11,11,True,2321.31041,211.0282190909091,25,
candidate,419001539,14,14,True,3886.701159,277.6215113571429,37,
candidate,419001540,14,14,True,3503.945356,250.28181114285715,28,
candidate,419001541,14,14,True,3515.344484,251.0960345714286,34,
candidate,419001542,16,16,True,1362.753269,85.1720793125,23,
candidate,419001543,16,16,True,3465.366773,216.5854233125,39,
candidate,419001544,16,16,True,3305.109559,206.5693474375,30,
candidate,419001545,12,12,True,3791.285504,315.94045866666664,35,
candidate,419001546,10,10,True,2704.127718,270.41277180000003,21,
candidate,419001547,14,14,True,3589.737324,256.4098088571429,37,
candidate,419001548,14,14,True,3817.939165,272.70994035714284,31,
candidate,419001549,16,16,True,4620.255202,288.765950125,39,
candidate,419001550,12,12,True,2435.062951,202.92191258333332,30,
candidate,419001551,13,13,True,3669.515334,282.2704103076923,34,
candidate,419001552,13,13,True,3407.320385,262.10156807692306,32,
candidate,419001553,11,11,True,3242.321375,294.75648863636366,34,
candidate,419001554,12,12,True,2642.967882,220.2473235,31,
candidate,419001555,11,11,True,3349.552513,304.50477390909094,31,
candidate,419001556,16,16,True,2834.369604,177.14810025,26,
candidate,419001557,10,10,True,3639.691484,363.9691484,28,
candidate,419001558,10,10,True,2622.39944,262.23994400000004,27,
candidate,419001559,12,12,True,3442.170017,286.84750141666666,36,
candidate,419001560,13,13,True,3233.062939,248.69714915384614,29,
candidate,419001561,14,14,True,4209.043963,300.64599735714285,37,
candidate,419001562,15,15,True,2751.068099,183.40453993333333,26,
candidate,419001563,13,13,True,3436.434247,264.3410959230769,34,
candidate,419001564,13,13,True,3442.513387,264.80872207692306,30,
candidate,419001565,10,10,True,3109.601314,310.9601314,30,
candidate,419001566,13,13,True,2474.628326,190.3560250769231,22,
candidate,419001567,12,12,True,4492.53198,374.377665,32,
candidate,419001568,13,13,True,3124.827525,240.37134807692308,25,
candidate,419001569,13,13,True,3722.01533,286.3088715384616,34,
candidate,419001570,10,10,True,2422.113863,242.21138630000002,21,
candidate,419001571,11,11,True,3325.683891,302.3348991818182,32,
candidate,419001572,10,10,True,2823.56008,282.35600800000003,21,
candidate,419001573,13,13,True,3838.76651,295.2897315384615,34,
candidate,419001574,16,16,True,1208.905632,75.556602,23,
candidate,419001575,12,12,True,3572.284842,297.6904035,35,
candidate,419001576,12,12,True,3667.496805,305.62473375,29,
candidate,419001577,14,14,True,3652.528925,260.8949232142857,35,
candidate,419001578,15,15,True,2777.886611,185.1924407333333,28,
candidate,419001579,15,15,True,4168.95994,277.93066266666665,41,
candidate,419001580,15,15,True,3234.818901,215.6545934,29,
candidate,419001581,16,16,True,4336.10335,271.006459375,40,
candidate,419001582,14,14,True,2820.256597,201.4468997857143,30,
candidate,419001583,10,10,True,3184.603328,318.4603328,34,
candidate,419001584,14,14,True,3646.568166,260.4691547142857,34,
candidate,419001585,13,13,True,4001.423068,307.80177446153846,34,
candidate,419001586,12,12,True,2367.767012,197.31391766666664,26,
candidate,419001587,14,14,True,4110.19962,293.5856871428572,37,
candidate,419001588,15,15,True,3981.170835,265.411389,33,
candidate,419001589,16,16,True,3525.155964,220.32224775,41,
candidate,419001590,10,10,True,2574.284853,257.42848530000003,25,
candidate,419001591,12,12,True,4178.343643,348.1953035833333,32,
candidate,419001592,13,13,True,3064.371957,235.72091976923076,23,
candidate,419001593,15,15,True,3871.141371,258.0760914,38,
candidate,419001594,16,16,True,1684.174428,105.26090175,25,
candidate,419001595,12,12,True,3365.547546,280.4622955,37,
candidate,419001596,11,11,True,3716.39662,337.8542381818182,25,
candidate,419001597,10,10,True,3496.467711,349.64677109999997,29,
candidate,419001598,16,16,True,1273.438985,79.5899365625,25,
candidate,419001599,11,11,True,3708.800187,337.16365336363634,31,
candidate,419001600,13,13,True,3547.396218,272.8766321538461,29,
candidate,419001601,10,10,True,3567.275356,356.7275356,32,
candidate,419001602,10,10,True,2420.896164,242.0896164,20,
candidate,419001603,11,11,True,3476.307137,316.02792154545455,29,
candidate,419001604,12,12,True,3144.269813,262.02248441666666,25,
candidate,419001605,11,11,True,3761.618704,341.9653367272727,29,
candidate,419001606,13,13,True,2619.880709,201.5292853076923,23,
candidate,419001607,14,14,True,3357.63849,239.8313207142857,39,
candidate,419001608,16,16,True,3440.466239,215.0291399375,33,
candidate,419001609,10,10,True,3481.620733,348.16207330000003,28,
candidate,419001610,14,14,True,2334.807856,166.7719897142857,22,
candidate,419001611,15,15,True,3791.577614,252.77184093333332,38,
candidate,419001612,15,15,True,4106.734535,273.7823023333333,33,
candidate,419001613,11,11,True,3274.954036,297.72309418181817,34,
candidate,419001614,10,10,True,2375.484773,237.5484773,23,
candidate,419001615,13,13,True,3939.254074,303.01954415384614,35,
candidate,419001616,13,13,True,3028.840537,232.98773361538463,27,
candidate,419001617,10,10,True,3056.386596,305.6386596,30,
candidate,419001618,16,16,True,1997.527226,124.845451625,29,
candidate,419001619,15,15,True,3601.637273,240.10915153333332,39,
candidate,419001620,16,16,True,3773.934714,235.870919625,34,
candidate,419001621,16,16,True,4178.0248,261.12655,40,
candidate,419001622,11,11,True,2629.319356,239.02903236363636,23,
candidate,419001623,13,13,True,3832.008562,294.7698893846154,36,
candidate,419001624,16,16,True,4078.246056,254.8903785,34,
candidate,419001625,16,16,True,3611.771669,225.7357293125,45,
candidate,419001626,14,14,True,2547.47454,181.96246714285715,27,
candidate,419001627,14,14,True,3570.989498,255.07067842857143,37,
candidate,419001628,11,11,True,2540.486067,230.95327881818181,20,
candidate,419001629,14,14,True,3609.866583,257.84761307142855,37,
candidate,419001630,12,12,True,3006.354308,250.52952566666667,27,
candidate,419001631,16,16,True,3323.972105,207.7482565625,46,
candidate,419001632,16,16,True,3529.571634,220.598227125,32,
candidate,419001633,11,11,True,3658.246521,332.56786554545454,30,
candidate,419001634,16,16,True,1401.417413,87.5885883125,33,
candidate,419001635,10,10,True,3362.513517,336.2513517,27,
candidate,419001636,11,11,True,3387.274009,307.93400081818186,26,
candidate,419001637,16,16,True,3690.072601,230.6295375625,39,
candidate,419001638,13,13,True,2541.622103,195.50939253846155,24,
candidate,419001639,16,16,True,4740.727023,296.2954389375,40,
candidate,419001640,15,15,True,3267.26311,217.81754066666664,27,
candidate,419001641,16,16,True,3698.984261,231.1865163125,46,
candidate,419001642,15,15,True,2724.705424,181.6470282666667,28,
candidate,419001643,12,12,True,3408.618728,284.05156066666666,31,
candidate,419001644,16,16,True,3267.814284,204.23839275,32,
candidate,419001645,15,15,True,4410.039917,294.00266113333333,38,
candidate,419001646,13,13,True,2273.691525,174.8993480769231,23,
candidate,419001647,16,16,True,3350.98956,209.4368475,40,
candidate,419001648,11,11,True,3366.673969,306.0612699090909,29,
candidate,419001649,14,14,True,3374.270904,241.0193502857143,36,
candidate,419001650,11,11,True,2492.918305,226.62893681818184,20,
candidate,419001651,11,11,True,3434.788912,312.25353745454544,28,
candidate,419001652,15,15,True,3408.911125,227.26074166666666,26,
candidate,419001653,14,14,True,3797.511864,271.25084742857143,36,
candidate,419001654,12,12,True,2934.347091,244.52892425000002,26,
candidate,419001655,11,11,True,3550.07669,322.73424454545454,31,
candidate,419001656,10,10,True,3457.607874,345.76078739999997,22,
candidate,419001657,13,13,True,4038.746736,310.67282584615384,34,
candidate,419001658,16,16,True,2122.062498,132.628906125,35,
candidate,419001659,14,14,True,3733.73994,266.69571,37,
candidate,419001660,11,11,True,3652.766824,332.06971127272726,26,
candidate,419001661,16,16,True,3586.445977,224.1528735625,43,
candidate,419001662,13,13,True,2403.414844,184.87806492307692,23,
candidate,419001663,15,15,True,3656.34228,243.756152,38,
candidate,419001664,15,15,True,3448.955131,229.93034206666667,32,
candidate,419001665,10,10,True,3085.602888,308.56028879999997,31,
candidate,419001666,14,14,True,2506.246027,179.01757335714288,26,
candidate,419001667,12,12,True,3477.083354,289.75694616666664,35,
candidate,419001668,14,14,True,3060.591724,218.61369457142857,27,
candidate,419001669,14,14,True,4025.607268,287.5433762857143,36,
candidate,419001670,13,13,True,2043.884226,157.22186353846152,22,
candidate,419001671,11,11,True,3911.016297,355.5469360909091,32,
candidate,419001672,12,12,True,3519.188365,293.26569708333335,29,
candidate,419001673,11,11,True,3441.386234,312.853294,32,
candidate,419001674,12,12,True,2597.27073,216.43922750000002,25,
candidate,419001675,14,14,True,4084.533099,291.7523642142857,36,
candidate,419001676,15,15,True,3604.550582,240.3033721333333,30,
candidate,419001677,11,11,True,3454.045886,314.0041714545454,30,
candidate,419001678,10,10,True,2688.738317,268.8738317,19,
candidate,419001679,16,16,True,3592.864687,224.5540429375,40,
candidate,419001680,10,10,True,3118.289175,311.8289175,25,
candidate,419001681,11,11,True,3508.829044,318.9844585454546,31,
candidate,419001682,11,11,True,2526.846185,229.71328954545453,21,
candidate,419001683,12,12,True,3288.958648,274.0798873333333,35,
candidate,419001684,10,10,True,3302.390522,330.2390522,25,
candidate,419001685,12,12,True,3384.479602,282.0399668333333,33,
candidate,419001686,10,10,True,2109.752478,210.97524779999998,19,
candidate,419001687,12,12,True,3790.377129,315.86476075,33,
candidate,419001688,14,14,True,3560.942827,254.35305907142856,29,
candidate,419001689,12,12,True,3647.896946,303.99141216666663,32,
candidate,419001690,13,13,True,2364.632142,181.89478015384614,26,
candidate,419001691,16,16,True,3588.798583,224.2999114375,41,
candidate,419001692,12,12,True,2926.866654,243.9055545,24,
candidate,419001693,14,14,True,4527.814848,323.4153462857143,36,
candidate,419001694,11,11,True,2360.217076,214.56518872727273,20,
candidate,419001695,14,14,True,3794.389745,271.02783892857144,37,
candidate,419001696,16,16,True,3909.107863,244.3192414375,37,
candidate,419001697,15,15,True,3566.489793,237.76598620000001,40,
candidate,419001698,14,14,True,2371.928043,169.42343164285714,26,
candidate,419001699,12,12,True,3709.087955,309.09066291666664,32,
candidate,419001700,10,10,True,3090.974269,309.09742689999996,25,
candidate,419001701,10,10,True,3481.336429,348.1336429,28,
candidate,419001702,15,15,True,2854.516402,190.30109346666669,33,
candidate,419001703,12,12,True,3580.038006,298.3365005,34,
candidate,419001704,15,15,True,3259.655129,217.31034193333335,29,
candidate,419001705,11,11,True,3608.916101,328.0832819090909,30,
candidate,419001706,13,13,True,2652.951881,204.07322161538463,29,
candidate,419001707,13,13,True,3439.265021,264.5588477692308,37,
candidate,419001708,10,10,True,3462.568933,346.2568933,25,
candidate,419001709,16,16,True,3269.072995,204.3170621875,46,
candidate,419001710,10,10,True,2225.587485,222.5587485,18,
candidate,419001711,12,12,True,3448.876475,287.40637291666667,32,
candidate,419001712,14,14,True,3561.343666,254.38169042857143,30,
candidate,419001713,11,11,True,3423.060237,311.1872942727273,30,
candidate,419001714,11,11,True,2725.829185,247.8026531818182,27,
candidate,419001715,10,10,True,3064.359099,306.43590989999996,31,
candidate,419001716,15,15,True,3331.941439,222.12942926666668,32,
candidate,419001717,12,12,True,3765.152773,313.76273108333334,32,
candidate,419001718,14,14,True,2411.204803,172.2289145,28,
candidate,419001719,16,16,True,3429.982056,214.3738785,46,
candidate,419001720,11,11,True,3447.069083,313.3699166363636,26,
candidate,419001721,13,13,True,3491.904254,268.6080195384615,34,
candidate,419001722,11,11,True,2540.37442,230.9431290909091,21,
candidate,419001723,13,13,True,3839.85154,295.37319538461537,35,
candidate,419001724,16,16,True,3088.301983,193.0188739375,27,
candidate,419001725,14,14,True,3796.939521,271.20996578571425,35,
candidate,419001726,14,14,True,2323.875417,165.99110121428572,24,
candidate,419001727,15,15,True,3108.886283,207.25908553333332,44,
candidate,419001728,13,13,True,2971.084718,228.5449783076923,28,
candidate,419001729,11,11,True,3868.52195,351.6838136363636,31,
candidate,419001730,15,15,True,2371.041134,158.06940893333334,24,
candidate,419001731,12,12,True,3548.793903,295.73282524999996,34,
candidate,419001732,14,14,True,3820.63077,272.9021978571429,32,
candidate,419001733,14,14,True,3543.8258,253.1304142857143,36,
candidate,419001734,15,15,True,2414.444955,160.962997,24,
candidate,419001735,16,16,True,4142.677894,258.917368375,40,
candidate,419001736,13,13,True,3419.422116,263.0324704615385,27,
candidate,419001737,14,14,True,3435.900902,245.421493,37,
candidate,419001738,12,12,True,3053.857203,254.48810025,29,
